id,name,source,prescription_required,retail_price,discounted_price,manufacturer,packaging_form,salts,quantity_num,cluster
source_3-2160,dolonex gel 15gm,source_3,True,70.32,59.77,pfizer pharmaceutical india pvt ltd,Tube,piroxicam 5 mg,15.0,17
source_1-65216,dolonex gel 15 gm,source_1,False,79.5,69.96,pfizer ltd,Tube | Gel,piroxicam 5mg,15.0,17
source_1-65217,dolonex im 20 mg injection 1 ml,source_1,True,35.0,30.8,pfizer ltd,Ampoule | Injection,piroxicam 20mg,1.0,18
source_6-75920,dolonex im ampoule 2ml solution injection,source_6,True,58.42,51.41,pfizer ltd,AMPOULE,piroxicam 40 0 mg,2.0,18
source_6-75921,dolonex im ampoule 2ml solution injection pack 5,source_6,True,86.43,76.06,pfizer ltd,AMPOULE,piroxicam 40 0 mg,2.0,18
source_2-39697,dolonex im injection,source_2,True,31.85,26.12,pfizer ltd,Unknown,piroxicam 20mg,10.2,18
source_2-39698,dolonex injection 2ml,source_2,True,53.12,43.56,pfizer ltd,Unknown,piroxicam 20mg ml,39.0,18
source_2-39699,dolonex rapid 20mg tablet,source_2,True,123.78,101.5,pfizer ltd,Unknown,piroxicam 20mg,39.2,17
source_6-75922,dolonex rapid 20mg tablet,source_6,True,136.15,136.15,pfizer ltd,STRIP,piroxicam 20 0 mg,10.0,17
source_1-65218,dolonex rapid 20 tablet 10,source_1,True,136.15,119.812,pfizer ltd,Strip | Tablet,piroxicam 20mg,10.0,17
source_7-90517,doloni 75mg injection,source_7,True,10.0,9.7,gerrysun pharmaceuticals pvt ltd,Unknown,diclofenac 75mg,1.0,27
source_6-75923,doloni ampoule 3ml injection,source_6,True,4.0,4.0,nimoli pharmaceuticals pvt ltd,AMPOULE,diclofenac sodium 75 0 mg,3.0,27
source_2-39700,dolonice 25mg injection,source_2,True,7.9,6.48,mhs pharmaceuticals pvt ltd,Unknown,diclofenac 25mg ml,5.8,27
source_2-39701,dolonide 100mg tablet,source_2,True,30.0,24.6,sanbury pharmaceuticals pvt ltd,Unknown,nimesulide 100mg,20.0,23
source_7-90519,dolonik 20mg tablet dt,source_7,True,46.0,44.6,saffron medicare pvt ltd,Unknown,piroxicam 20mg,10.0,17
source_1-65219,dolonik 40mg injection,source_1,True,31.0,27.28,saffron medicare pvt ltd,Vial | Injection,piroxicam 40mg,2.0,18
source_6-75924,dolonil 50mg capsule,source_6,True,40.0,35.2,rosch elmer pharmaceuticals pvt ltd,STRIP,diacerein 50 0 mg,10.0,23
source_2-39702,dolonim 100mg capsule,source_2,True,38.5,31.57,varun life sciences pvt ltd,Unknown,nimesulide 100mg,30.0,23
source_2-39703,dolonim 200mg capsule sr,source_2,True,39.0,31.98,varun life sciences pvt ltd,Unknown,nimesulide 200mg,18.4,23
source_7-90523,dolonim 50mg syrup,source_7,True,15.0,14.5,baxter india pvt ltd,Unknown,nimesulide 50mg,60.0,23
source_6-75925,dolonim active gel,source_6,False,62.0,52.7,micro labs,TUBE,aconitum napellus dh20 2 arsenicum album dh18 3 asafoetida dh20 4 calcarea carbonica dh16 5 conium maculatum ipecacuanha dh13 7 phosphoru,30.0,5
source_6-75926,dolonim dt 100mg strip 15 tablet,source_6,True,45.87,40.37,plus india pharma,STRIP,nimesulide 100 0 mg,15.0,23
source_6-75927,dolonim gold 100 500 mg tablet 10,source_6,True,37.0,37.0,micro labs,STRIP,nimesulide 100 0 mg paracetamol acetaminophen 500 0 mg,10.0,23
source_7-90524,dolonim mr 100mg 2mg tablet,source_7,True,145.60905632772494,117.88129046242776,baxter india pvt ltd,Unknown,nimesulide 100mg tizanidine 2mg,22.986317567567568,23
source_7-90525,dolonim p 100mg 500mg tablet,source_7,True,25.0,24.2,baxter india pvt ltd,Unknown,nimesulide 100mg paracetamol 500mg,10.0,23
source_2-39705,dolonim tablet,source_2,True,45.87,37.61,plus pharma,Unknown,nimesulide na,27.4,23
source_6-75928,dolonim tablet,source_6,True,32.0,27.2,micro labs,STRIP,nimesulide paracetamol,10.0,23
source_7-90526,dolonip 20mg injection,source_7,True,28.4,24.75,dhamus pharma,Unknown,piroxicam 20mg,2.0,18
source_7-90527,dolonip 20mg tablet,source_7,True,49.4,47.9,dhamus pharma,Unknown,piroxicam 20mg,10.0,17
source_6-75929,dolonip 250 mg syrup 60 ml,source_6,True,45.0,39.6,standard pharmaceuticals ltd,BOTTLE,unknown,60.0,1
source_2-39706,dolonip 500mg tablet,source_2,True,45.0,36.9,standard pharmaceuticals ltd,Unknown,paracetamol acetaminophen 500mg,27.8,30
source_6-75930,dolonip tablet,source_6,True,45.0,39.6,standard pharmaceuticals ltd,STRIP,paracetamol tramadol,10.0,28
source_1-65220,dolonis gel 30 gm,source_1,False,100.0,88.0,galenis life science pvt ltd,Tube | Gel,unknown,30.0,1
source_1-65221,dolonis mr tablet 10,source_1,True,165.0,145.2,galenis life science pvt ltd,Strip | Tablet,chlorzoxazone 500mg diclofenac 50mg paracetamol 325mg,10.0,27
source_7-90528,dolonix mf oral suspension,source_7,True,43.9,38.34,blue planet laboratories pvt ltd,Unknown,mefenamic acid 100mg paracetamol 250mg,60.0,30
source_7-90529,dolono 40mg injection,source_7,True,45.0,39.24,welgenic pharma,Unknown,piroxicam 40mg,2.0,18
source_1-65223,dolonol tablet,source_1,True,34.3,30.184,overseas pharma pvt ltd,Strip | Tablet,caffeine 25mg paracetamol 325mg,10.0,29
source_1-65224,dolonova sp tablet 10,source_1,True,90.0,79.2,medinova labs,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_2-39707,dolonx cd tablet,source_2,True,58.21,47.73,adcock ingram healthcare pvt ltd,Unknown,piroxicam na,32.0,17
source_2-39708,dolop plus 325mg 37 5mg tablet,source_2,True,9.52,7.81,aurum life science pvt ltd,Unknown,paracetamol acetaminophen 325mg tramadol 37 5mg,11.0,28
source_6-75931,dolop plus 37 5 325 mg tablet 10,source_6,True,9.52,8.38,aurum life science pvt ltd,STRIP,unknown,10.0,1
source_7-90532,dolop plus 37 5mg 325mg tablet,source_7,True,145.60905632772494,117.88129046242776,aurum life science pvt ltd,Unknown,tramadol 37 5mg paracetamol 325mg,22.986317567567568,28
source_7-90533,dolopac 50 mg 500 mg tablet,source_7,True,33.75,32.7,bioguard organics ltd,Unknown,diclofenac 50mg paracetamol 500mg,10.0,27
source_7-90534,dolopac mr 250mg 50mg 500mg tablet,source_7,True,35.0,33.9,bioguard organics ltd,Unknown,chlorzoxazone 250mg diclofenac 50mg paracetamol 500mg,10.0,27
source_6-75932,dolopac sp 50 10 mg tablet 10,source_6,True,59.0,51.92,bioguard organics ltd,STRIP,diclofenac 50 0 mg serratiopeptidase 10 0 mg,10.0,27
source_7-90535,dolopac sp 50 mg 10 mg tablet,source_7,True,60.0,58.2,bioguard organics ltd,Unknown,diclofenac 50mg serratiopeptidase 10mg,10.0,27
source_1-65227,dolopar 120 oral suspension 60 ml,source_1,True,40.0,35.2,micro labs ltd,Bottle | Oral Suspension,paracetamol 120mg,60.0,30
source_6-75933,dolopar 125mg suspension 60ml,source_6,False,22.85,19.65,micro labs,BOTTLE,paracetamol acetaminophen 125 0 mg,60.0,30
source_1-65228,dolopar 125 mg syrup 60 ml,source_1,False,23.0,20.24,micro labs ltd,Bottle | Syrup,paracetamol 125mg,60.0,30
source_2-39712,dolopar 125 oral suspension,source_2,True,22.18,18.19,micro labs ltd,Unknown,paracetamol acetaminophen 125mg 5ml,26.4,30
source_6-75934,dolopar 156 25mg syrup 60ml,source_6,False,33.0,33.0,micro labs,BOTTLE,paracetamol,60.0,30
source_6-75935,dolopar 250mg suspension 60ml,source_6,False,45.02,39.62,micro labs,BOTTLE,paracetamol acetaminophen 250 0 mg 5ml,60.0,30
source_7-90536,dolopar 250 suspension,source_7,False,87.824,75.03,micro labs ltd,Unknown,paracetamol 250mg 5ml,100.0,30
source_1-65229,dolopar 250 suspension 100 ml,source_1,False,75.0,66.0,micro labs ltd,Bottle | Suspension,paracetamol 250mg,100.0,30
source_1-65230,dolopar 250 suspension 60 ml,source_1,False,45.0,39.6,micro labs ltd,Bottle | Suspension,paracetamol 250mg,60.0,30
source_6-75936,dolopar 650mg strip 10 tablet,source_6,False,32.42,32.42,micro labs,STRIP,paracetamol acetaminophen 650 0 mg,10.0,30
source_6-75937,dolopar 650mg strip 15 tablet,source_6,False,30.07,26.46,micro labs,STRIP,paracetamol acetaminophen 650 0 mg,15.0,30
source_7-90538,dolopar 650 tablet,source_7,False,33.6,25.2,micro labs ltd,Unknown,paracetamol 650mg,15.0,30
source_1-65231,dolopar 650 tablet 15,source_1,False,33.5,29.5,micro labs ltd,Strip | Tablet,paracetamol 650mg,15.0,30
source_2-39715,dolopar cc tablet,source_2,True,20.17,16.54,micro labs ltd,Unknown,paracetamol na caffeine na phenylephrine na,32.0,29
source_6-75938,dolopar cc tablet,source_6,True,20.17,17.75,micro labs,STRIP,caffeine 30 0 mg phenylephrine 10 0 mg chlorpheniramine chlorphenamine 2 0 mg paracetamol acetaminophen 500 0 mg,10.0,29
source_2-39716,dolopar drop,source_2,True,33.5,27.47,micro labs ltd,Unknown,paracetamol acetaminophen 100mg ml,7.4,30
source_1-65232,dolopar drop 15 ml,source_1,False,30.0,26.4,micro labs ltd,Bottle | Oral Drops,paracetamol 100mg,15.0,30
source_6-75940,dolopar gel,source_6,False,104.0,91.52,micro labs,TUBE,diclofenac 1 16 menthol 5 0 methyl salicylate 10 0 linseed oil 3 0,30.0,5
source_1-65233,dolopar gel 30 gm,source_1,False,104.0,91.52,micro labs ltd,Tube | Gel,capsaicin 0 025 w w diclofenac sodium 1 w w linseed oil 3 w w menthol 5 w w methyl salicylate 10 w w,30.0,5
source_7-90540,dolopar d suspension,source_7,True,63.0,55.8,micro labs ltd,Unknown,mefenamic acid 100mg 5ml paracetamol 250mg 5ml,60.0,30
source_7-90541,dolopar suspension,source_7,True,56.5,50.4,micro labs ltd,Unknown,mefenamic acid 50mg 5ml paracetamol 125mg 5ml,60.0,30
source_6-75941,dolopar suspension 60ml,source_6,True,55.65,48.97,micro labs,BOTTLE,paracetamol acetaminophen 125 0 mg 5ml mefenamic acid 50 0 mg 5ml,60.0,30
source_1-65234,dolopar suspension 60 ml,source_1,True,56.5,49.7,micro labs ltd,Bottle | Suspension,mefenamic acid 50mg paracetamol 125mg,60.0,30
source_6-75942,dolopar md suspension 60ml,source_6,True,53.0,46.64,micro labs,BOTTLE,mefenamic acid 100 0 mg 5ml paracetamol acetaminophen 250 0 mg 5ml,60.0,30
source_1-65235,dolopar md suspension 60ml,source_1,True,63.0,55.4,micro labs ltd,Bottle | Suspension,mefenamic acid 100mg paracetamol 250mg,60.0,30
source_2-39718,dolopar ointment,source_2,True,76.18,62.47,micro labs ltd,Unknown,caffeine na paracetamol acetaminophen na,33.8,29
source_6-75943,dolopar ointment 30 gm,source_6,False,76.18,76.18,micro labs,TUBE,menthol 5 0 methyl salicylate 10 0 capsaicin 0 025 linseed oil 1 0 diclofenac 1 16,30.0,5
source_7-90542,dolopar oral suspension,source_7,False,40.32,36.0,micro labs ltd,Unknown,paracetamol 120mg 5ml,60.0,30
source_6-75944,dolopar plus 10 mg capsule 10,source_6,True,26.66,26.66,micro labs,STRIP,caffeine paracetamol,10.0,29
source_2-39719,dolopar plus capsule,source_2,True,26.66,21.86,micro labs ltd,Unknown,caffeine na paracetamol acetaminophen 10mg,16.8,29
source_6-75945,dolopar strip 10 tablet,source_6,False,53.0,46.64,micro labs,STRIP,caffeine 25 0 mg paracetamol acetaminophen 500 0 mg,10.0,29
source_6-75946,dolopar strip 15 tablet,source_6,False,58.0,46.4,micro labs,STRIP,caffeine 25 0 mg paracetamol acetaminophen 500 0 mg,15.0,29
source_2-39720,dolopar tablet,source_2,True,49.0,40.18,micro labs ltd,Unknown,paracetamol 500mg caffeine 25mg,30.0,29
source_1-65236,dolopar tablet 10,source_1,False,32.5,28.6,micro labs ltd,Strip | Tablet,caffeine 25mg paracetamol 500mg,10.0,29
source_1-65237,dolopar tablet 15,source_1,False,58.0,51.0,micro labs ltd,Strip | Tablet,caffeine 25mg paracetamol 500mg,15.0,29
source_7-90544,dolopax capsule,source_7,True,145.60905632772494,117.88129046242776,acron pharmaceuticals,Unknown,diclofenac 50mg paracetamol 250mg dextropropoxyphene 32 5mg,22.986317567567568,27
source_6-75947,dolopax capsule,source_6,True,16.0,14.08,acron pharmaceuticals,STRIP,dextropropoxyphene diclofenac paracetamol,10.0,27
source_6-75948,dolopee gel 10gm,source_6,False,4.26,3.75,agron remedies,TUBE,diclofenac linseed oil menthol methyl salicylate,10.0,5
source_6-75949,dolopee gel 30gm,source_6,False,48.0,48.0,agron remedies,TUBE,diclofenac linseed oil menthol methyl salicylate,30.0,5
source_7-90545,dolopee tablet,source_7,True,145.60905632772494,117.88129046242776,agron remedies pvt ltd,Unknown,diclofenac 50mg paracetamol 325mg chlorpheniramine maleate 4mg magnesium trisilicate 100mg,22.986317567567568,27
source_6-75950,dolopee tablet,source_6,True,4.26,3.75,agron remedies,STRIP,chlorpheniramine diclofenac sodium magnesium trisilicate paracetamol,10.0,27
source_7-90546,dolopent 30mg injection,source_7,True,145.60905632772494,117.88129046242776,modi mundi pharma pvt ltd,Unknown,pentazocine 30mg,22.986317567567568,27
source_1-65238,dolopent injection 1 ml,source_1,True,30.0,26.4,modi mundipharma pvt ltd,Vial | Injection,pentazocine 30mg,1.0,27
source_6-75951,dolophob gel,source_6,True,459.0,403.92,zydus healthcare ltd,TUBE,heparin 0 01 mg diclofenac 200 0 iu,20.0,5
source_6-75952,dolopic dt tablet,source_6,True,32.5,27.62,salud care india pvt ltd,STRIP,piroxicam,10.0,17
source_7-90547,dolopir 20mg injection,source_7,True,145.60905632772494,117.88129046242776,bmw pharmaco india pvt ltd,Unknown,piroxicam 20mg,22.986317567567568,18
source_6-75953,dolopir injection,source_6,True,26.0,22.1,bmw pharmaco india pvt ltd,INJECTION,piroxicam 20 0 mg,2.0,18
source_6-75954,dolopir md 20mg tablet,source_6,True,62.0,54.56,bmw pharmaco india pvt ltd,STRIP,piroxicam 20 0 mg,10.0,17
source_7-90548,dolopir md tablet,source_7,True,32.0,31.0,bmw pharmaco india pvt ltd,Unknown,piroxicam 20mg,10.0,17
source_7-90549,doloplan 20mg tablet,source_7,True,48.55,47.1,health plan,Unknown,duloxetine 20mg,10.0,17
source_7-90550,doloplus 50mg 325mg tablet,source_7,True,10.0,9.7,mankind pharma ltd,Unknown,diclofenac 50mg paracetamol 325mg,10.0,27
source_6-75955,dolopolo 650mg strip 10 tablet,source_6,False,22.84,20.1,elfin drug pvt ltd,STRIP,paracetamol acetaminophen 650 0 mg,10.0,30
source_2-39723,dolopolo 650mg tablet,source_2,False,17.9,14.68,dawson healthcare pvt ltd,Unknown,paracetamol 650mg,24.0,30
source_1-65240,dolopolo 650 tablet 10,source_1,False,224.0,197.1,dawson healthcare pvt ltd,Strip | Tablet,paracetamol 650mg,10.0,30
source_1-65241,dolopot mr tablet,source_1,True,38.0,33.44,oyster labs ltd,Strip | Tablet,chlorzoxazone 250mg diclofenac 50mg paracetamol 500mg,10.0,27
source_7-90553,dolopred 1 eye drop,source_7,True,34.16,33.1,doeshealth systems pvt ltd,Unknown,prednisolone 1 w v,10.0,11
source_6-75956,dolopred eye drop 10ml,source_6,True,34.16,30.06,doeshealth systems pvt ltd,BOTTLE,prednisolon 1 0,10.0,11
source_1-65243,doloprex 20mg injection,source_1,True,25.0,22.0,aarotax pharmaceutical pvt ltd,Vial | Injection,piroxicam 20mg,2.0,18
source_1-65244,dolopyrin 250 suspension 60 ml,source_1,False,45.0,39.6,micro labs ltd,Bottle | Suspension,paracetamol 250mg,60.0,30
source_7-90555,doloqueen 100mg 500mg tablet,source_7,True,15.0,14.5,raddison health care pvt ltd,Unknown,nimesulide 100mg paracetamol 500mg,10.0,23
source_7-90556,doloqueen 100mg 500mg tablet,source_7,True,37.0,35.9,raddison health care pvt ltd,Unknown,aceclofenac 100mg paracetamol 500mg,10.0,27
source_6-75957,doloquik 500mg tablet,source_6,False,9.52,8.38,micro labs,STRIP,paracetamol acetaminophen 500 0 mg,10.0,30
source_6-75958,doloquik suspension 60ml,source_6,False,13.75,12.1,micro labs,BOTTLE,paracetamol acetaminophen 250 0 mg,60.0,30
source_2-39726,doloquik syrup,source_2,True,28.0,22.96,micro labs ltd,Unknown,paracetamol acetaminophen 250mg 5ml,18.4,30
source_7-90557,doloquit 1 ointment,source_7,True,70.0,67.9,3m india ltd,Unknown,diclofenac 1 w w,30.0,27
source_1-65246,doloquit 30gm ointment,source_1,True,70.0,61.6,3m india ltd,Tube | Ointment,diclofenac 1 16 w w,30.0,27
source_2-39727,doloral 100mg 15mg tablet,source_2,True,55.0,45.1,biomiicron pharmaceuticals,Unknown,aceclofenac 100mg serratiopeptidase 15mg,30.0,27
source_6-75959,doloral 25mg injection 1ml,source_6,True,645.0,587.9044000000001,biomiicron pharmaceuticals,INJECTION,aceclofenac,1.0,20
source_7-90558,doloral p 100 mg 650 mg tablet,source_7,True,38.7,37.5,biomiicron pharmaceuticals,Unknown,aceclofenac 100mg paracetamol 650mg,10.0,27
source_6-75960,doloral p strip 10 tablet,source_6,True,60.0,52.8,biomiicron pharmaceuticals,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 325 0 mg,10.0,27
source_2-39728,doloral p tablet,source_2,True,35.2,28.86,biomiicron pharmaceuticals,Unknown,aceclofenac 100mg paracetamol acetaminophen 650mg,6.2,27
source_1-65247,doloral p tablet 10,source_1,True,66.0,58.1,biomiicron pharma india pvt ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg,10.0,27
source_7-90559,doloral sp 100mg 325mg 15mg tablet,source_7,True,106.0,103.0,biomiicron pharmaceuticals,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_1-65248,doloral sp tablet 10,source_1,True,106.0,93.28,biomiicron pharma india pvt ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_6-75961,doloral tablet,source_6,True,55.0,55.0,biomiicron pharmaceuticals,STRIP,aceclofenac 100 0 mg serratiopeptidase 15 0 mg,10.0,27
source_1-65249,doloral tab 10,source_1,False,55.0,48.4,biomiicron pharma india pvt ltd,Strip | Tablet,unknown,10.0,1
source_6-75962,doloran injection,source_6,True,145.60905632772494,117.88129046242776,novus life sciences pvt ltd,INJECTION,tramadol,22.986317567567568,19
source_1-65250,dolorap tablet 10,source_1,True,55.0,48.4,veritaz healthcare ltd,Strip | Tablet,aceclofenac 100mg paracetamol 500mg,10.0,27
source_6-75963,dolorap tablet,source_6,True,25.0,22.0,veritaz healthcare ltd,STRIP,aceclofenac 100 0 mg paracetamol acetaminophen 500 0 mg,10.0,27
source_7-90560,dolorase p tablet,source_7,True,90.0,87.3,cavalry laboratories pvt ltd,Unknown,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_7-90561,dolorel 50mg 325mg tablet,source_7,True,25.0,24.2,biogenetic pharmaceuticals,Unknown,diclofenac 50mg paracetamol 325mg,10.0,27
source_7-90562,dolorest 37 5mg 325mg tablet,source_7,True,145.60905632772494,117.88129046242776,nova indus pharmaceuticals,Unknown,tramadol 37 5mg paracetamol 325mg,22.986317567567568,28
source_7-90563,doloretard 100mg 325mg tablet,source_7,True,48.0,46.5,mars therapeutics & chemicals ltd,Unknown,aceclofenac 100mg paracetamol 325mg,10.0,27
source_1-65252,doloretard tablet 15,source_1,True,56.0,49.28,mars therapeutics and chemicals ltd,Strip | Tablet,aceclofenac 100mg paracetamol 325mg,15.0,27
source_2-39731,dolorgesic mr 100mg 325mg 250mg tablet,source_2,True,85.0,69.7,medieos lifesciences llp,Unknown,aceclofenac 100mg paracetamol acetaminophen 325mg,7.6,27
source_2-39732,dolorgesic p 100mg 325mg tablet,source_2,True,54.0,44.28,medieos lifesciences llp,Unknown,aceclofenac 100mg paracetamol acetaminophen 325mg,29.0,27
source_1-65253,dolorgesic p tablet 10,source_1,True,56.0,49.28,medieos life sciences llp,Strip | Tablet,aceclofenac 100mg paracetamol 325mg,10.0,27
source_2-39733,dolorgesic sp 100mg 325mg 15mg tablet,source_2,True,85.0,69.7,medieos lifesciences llp,Unknown,aceclofenac 100mg paracetamol acetaminophen 325mg,7.6,27
source_1-65254,dolorgesic sp tablet 10,source_1,True,94.0,82.7,medieos life sciences llp,Strip | Tablet,aceclofenac 100mg paracetamol 325mg serratiopeptidase 15mg,10.0,27
source_2-39734,dolorid 100mg 500mg tablet,source_2,True,36.0,29.52,the pharmed research lab pvt ltd,Unknown,aceclofenac 100mg paracetamol acetaminophen 500mg,6.8,27
source_1-65256,dolorid 50mg 325mg tablet,source_1,True,38.0,33.44,stride healthcare,Strip | Tablet,diclofenac 50mg paracetamol 325mg,10.0,27
source_1-65257,dolorid mr 250mg 50mg 325mg tablet,source_1,True,63.0,55.44,stride healthcare,Strip | Tablet,chlorzoxazone 250mg diclofenac 50mg paracetamol 325mg,10.0,27
source_6-75964,dolorid mr 50 325 250 mg tablet 10,source_6,True,92.0,92.0,pride pharma,STRIP,unknown,10.0,1
source_6-75965,doloride th 4 strip 10 tablet,source_6,True,154.0,130.9,univentis medicare ltd,STRIP,aceclofenac 100 0 mg thiocolchicoside 4 0 mg,10.0,27
source_1-65258,doloride th8 tablet 10,source_1,True,247.5,247.5,univentis medicare ltd,Strip | Tablet,aceclofenac 100mg thiocolchicoside 8mg,10.0,27
source_7-90571,dolorin 50mg 10mg 650mg tablet,source_7,True,145.60905632772494,117.88129046242776,embiotic laboratories pvt ltd,Unknown,caffeine 50mg domperidone 10mg paracetamol 650mg,22.986317567567568,29
source_1-65259,dolorin plus tablet 10,source_1,False,49.5,43.56,embiotic laboratories pvt ltd,Strip | Tablet,unknown,10.0,1
source_6-75966,dolorin suspension 60ml,source_6,False,33.5,28.47,embiotic laboratories pvt ltd,BOTTLE,paracetamol,60.0,30
source_2-39735,dolorin tablet,source_2,True,54.0,44.28,embiotic laboratories pvt ltd,Unknown,caffeine 50mg domperidone 10mg paracetamol aceta,29.0,29
source_6-75967,dolorin tablet,source_6,True,49.5,43.56,embiotic laboratories pvt ltd,STRIP,caffeine domperidone paracetamol,10.0,29
source_2-39736,doloris oral suspension sugar free,source_2,True,180.0,147.6,maxamus international,Unknown,sucralfate 1gm oxetacaine oxethazaine 10mg,20.0,30
source_1-65261,dolornil aq injection,source_1,True,22.35,19.668,lancer therapeutics,Ampoule | Injection,unknown,1.0,1
